NCTNumber,InterventionDescription,impurity,clean_text
NCT05178979,"This training program integrates evidence-based strategies to reduce provider bias, adapted to address gender bias in the context of HIV care in Uganda. The content aims to increase providers' knowledge, motivation, skills, and empathy to equitably deliver Ugandan Ministry of Health ART program guidelines to male and female patients (e.g., increasing awareness of HIV gender disparities, increasing empathy/skills to counsel men and women's gendered barriers to care, promoting shared decision-making). The intervention is delivered in a series of group training sessions with HIV providers.",0.0,"This training program integrates evidence-based strategies to reduce provider bias, adapted to address gender bias in the context of HIV care in Uganda. The content aims to increase providers' knowledge, motivation, skills, and empathy to equitably deliver Ugandan Ministry of Health ART program guidelines to male and female patients e.g., increasing awareness of HIV gender disparities, increasing empathy/skills to counsel men and women's gendered barriers to care, promoting shared decision-making. The intervention is delivered in a series of group training sessions with HIV providers."
NCT05131165,Participants will receive daily text message reminders to use their routine behavior to trigger medication adherence.,0.0,Participants will receive daily text message reminders to use their routine behavior to trigger medication adherence.
NCT05124665,"The intervention to be evaluated in this study is a multidimensional, socio-behavioral ""Norming"" intervention. The various components of this intervention are designed to harness household dynamics and prosocial inclinations to encourage individuals to accept the HIV testing invitation. Each component is briefly described in the arm description.",0.0,"The intervention to be evaluated in this study is a multidimensional, socio-behavioral ""Norming"" intervention. The various components of this intervention are designed to harness household dynamics and prosocial inclinations to encourage individuals to accept the HIV testing invitation. Each component is briefly described in the arm description."
NCT05098015,"8-session group intervention that uses didactic instruction, role plays and experience sharing to empower participants to engage in HIV prevention advocacy.",0.0,"-session group intervention that uses didactic instruction, role plays and experience sharing to empower participants to engage in HIV prevention advocacy."
NCT05084716,The intervention will train health care providers to facilitate workshops at outreach events where attendees can learn basic facts about PrEP and be taught skills about how to advocate for PrEP in their community. Healthcare facility staff will encourage PrEP initiators to select an adherence supporter. Check-in reminder calls will be conducted systematically with PrEP users.,0.0,The intervention will train health care providers to facilitate workshops at outreach events where attendees can learn basic facts about PrEP and be taught skills about how to advocate for PrEP in their community. Healthcare facility staff will encourage PrEP initiators to select an adherence supporter. Check-in reminder calls will be conducted systematically with PrEP users.
NCT04946071,"The intervention will consist of 2-hour weekly sessions offered to students in participating schools. HIV-related stigma will be addressed by providing key information related to HIV and stigma, facilitating the acquisition of coping skills, and utilizing local cultural practices facilitated by Elders using creative methods to shift existing social and cultural norms that produce and perpetuate stigmatization. Specific intervention activities will include three interrelated activities. The core 2-hour weekly session will cover (1) transformative educational activities; (2) arts-based activities; (3) a summative activity consisting of (3) participatory theatre activites.",0.0,"The intervention will consist of -hour weekly sessions offered to students in participating schools. HIV-related stigma will be addressed by providing key information related to HIV and stigma, facilitating the acquisition of coping skills, and utilizing local cultural practices facilitated by Elders using creative methods to shift existing social and cultural norms that produce and perpetuate stigmatization. Specific intervention activities will include three interrelated activities. The core -hour weekly session will cover  transformative educational activities  arts-based activities  a summative activity consisting of  participatory theatre activites."
NCT04774666,Oral fluid-based HIV test,0.0,Oral fluid-based HIV test
NCT04624061,"The intervention is a multi-component intervention of combined HIV and HTN care, based on the PRECEDE framework, to continuously identify barriers and facilitators leads to better health outcomes including dual control of HIV/HTN among adults in HIV care in the intervention compared to control facilities",0.0,"The intervention is a multi-component intervention of combined HIV and HTN care, based on the PRECEDE framework, to continuously identify barriers and facilitators leads to better health outcomes including dual control of HIV/HTN among adults in HIV care in the intervention compared to control facilities"
NCT04528732,"G-CBT consists of 10-session for HIV/AIDS-associated stigma, utilizing core components of CBT, including psychoeducation, cognitive restructuring, and skill-building to increase adaptive coping mechanisms.",0.0,"G-CBT consists of -session for HIV/AIDS-associated stigma, utilizing core components of CBT, including psychoeducation, cognitive restructuring, and skill-building to increase adaptive coping mechanisms."
NCT04736316,Community-based client led antiretroviral therapy delivery groups.,0.0,Community-based client led antiretroviral therapy delivery groups.
NCT04286282,Group psychotherapy,0.0,Group psychotherapy
NCT04122144,"a) Enhanced VL counseling: Explanation of VL & Importance of VL suppression,assessment of adherence, counseling based on VL result and schedule for next VL testing and the role of VL and the MTCT risk; b).Standardized peer mother support: includes training of peer mothers on mandatory enhanced VL counseling during the routine peer counseling and education, follow up of mothers and continued adherence counseling and disclosure support and bi-weekly phone calls to mothers to provide VL counseling and follow up",0.001949317738791423,"a Enhanced VL counseling Explanation of VL Importance of VL suppression,assessment of adherence, counseling based on VL result and schedule for next VL testing and the role of VL and the MTCT risk b.Standardized peer mother support includes training of peer mothers on mandatory enhanced VL counseling during the routine peer counseling and education, follow up of mothers and continued adherence counseling and disclosure support and bi-weekly phone calls to mothers to provide VL counseling and follow up"
NCT04030520,behavioral intervention with offer of HIV self test,0.0,behavioral intervention with offer of HIV self test
NCT03915899,"WINs will conduct active community surveillance to rapidly identify and welcome in-migrants, provide them with information about the availability of CHP, utilize a motivational interviewing approach to encourage CHP adoption, refer in-migrants to free services, and follow-up in-migrants to assess and further encourage engagement in CHP.",0.0,"WINs will conduct active community surveillance to rapidly identify and welcome in-migrants, provide them with information about the availability of CHP, utilize a motivational interviewing approach to encourage CHP adoption, refer in-migrants to free services, and follow-up in-migrants to assess and further encourage engagement in CHP."
NCT03928418,Brief alcohol reduction counseling is provided by a trained counselor to the study participant at the HIV clinic during two sessions that are 3 months apart.,0.0,Brief alcohol reduction counseling is provided by a trained counselor to the study participant at the HIV clinic during two sessions that are  months apart.
NCT03916783,"The FDA will be a matched savings account held in the child's name with the parent or caregiver as the co-signer, in a financial institution registered by the Central Bank (Bank of Uganda). The account opened will be matched with money from the program up to a match cap of 72,000 Uganda shillings (an equivalent of $20) a month per family for the 9-month intervention period.

The FDAs will be complemented with four sessions of Financial Literacy and Management (FL&M) and two sessions of cancer education conducted over a 4-week period. The two cancer-specific education sessions will use UCI materials to address: 1) definitions of cancer, potential causes, signs and symptoms, and importance of cancer testing; 2) debunking cultural explanations for the causes of cancer and misconceptions (beliefs, values, norms and prevailing attitudes)regarding cancer that largely impede service use.",0.0011198208286674132,"The FDA will be a matched savings account held in the child's name with the parent or caregiver as the co-signer, in a financial institution registered by the Central Bank Bank of Uganda. The account opened will be matched with money from the program up to a match cap of , Uganda shillings an equivalent of $ a month per family for the -month intervention period. The FDAs will be complemented with four sessions of Financial Literacy and Management FL&M and two sessions of cancer education conducted over a -week period. The two cancer-specific education sessions will use UCI materials to address  definitions of cancer, potential causes, signs and symptoms, and importance of cancer testing  debunking cultural explanations for the causes of cancer and misconceptions beliefs, values, norms and prevailing attitudesregarding cancer that largely impede service use."
NCT03919695,"The intervention has two components; a structural component and a behavioral component.

Structural component: This component is about receiving work payments via mobile money instead of cash.

Behavioral component: This component includes feedback on alcohol screening, counseling, client-centered goal setting, self-monitoring, financial literacy training, and text message reminders of life/savings and healthy living goals.",0.0,"The intervention has two components a structural component and a behavioral component. Structural component This component is about receiving work payments via mobile money instead of cash. Behavioral component This component includes feedback on alcohol screening, counseling, client-centered goal setting, self-monitoring, financial literacy training, and text message reminders of life/savings and healthy living goals."
NCT03878147,"Brain Powered Games (BPG) uses games for neurocognitive assessment and training, using images and sounds more familiar to African children. As a computerized cognitive rehabilitation training (CCRT) program designed for Sub-Saharan African school-age children, it can help children infected affected directly or indirectly by HIV. BPG consists of 5 core games evaluating different cognitive abilities (learning, memory, language, attention). Each game includes a visual tutorial, several adjustable settings on the administrative side (Admin), and records game play data for research purposes. Village Builder (VB) is a pro-social reasoning/planning world building strategy type game intended to evaluate frontal lobe executive functions in a culture-friendly and enjoyable game manner. It consists of many of the village artistic components as used in BPG but orchestrated into a village setting where children must gather resources and protect them in order to expand the capacity of the village.",0.0,"Brain Powered Games BPG uses games for neurocognitive assessment and training, using images and sounds more familiar to African children. As a computerized cognitive rehabilitation training CCRT program designed for Sub-Saharan African school-age children, it can help children infected affected directly or indirectly by HIV. BPG consists of  core games evaluating different cognitive abilities learning, memory, language, attention. Each game includes a visual tutorial, several adjustable settings on the administrative side Admin, and records game play data for research purposes. Village Builder VB is a pro-social reasoning/planning world building strategy type game intended to evaluate frontal lobe executive functions in a culture-friendly and enjoyable game manner. It consists of many of the village artistic components as used in BPG but orchestrated into a village setting where children must gather resources and protect them in order to expand the capacity of the village."
NCT03832530,"Observational evaluation of factors associated with uptake of and adherence to daily, oral TDF/FTC PrEP and other safer conception methods (including: CHCT, ART for the infected partner, and uptake of contraception for those who decide not to conceive during follow-up) over 9 month. Maximum 19 month follow-up period (through pregnancy outcome).",0.0,"Observational evaluation of factors associated with uptake of and adherence to daily, oral TDF/FTC PrEP and other safer conception methods including CHCT, ART for the infected partner, and uptake of contraception for those who decide not to conceive during follow-up over  month. Maximum  month follow-up period through pregnancy outcome."
NCT03648931,"No actual intervention is planned. A single focus group discussion (FGD) with community members in the same group assignment will be conducted to assess study outcome measures. In particular, the FGDs will focus on:

Perceptions of taboos and acceptable and/or typical practices during pregnancy, childbirth and breastfeeding
Perceptions of HIV risk during pregnancy and breastfeeding
Perceived role of male partners during pregnancy and breastfeeding
Main challenge(s) perceived with VR and oral PrEP use during pregnancy and breastfeeding
Main factor(s) perceived to facilitate VR and oral PrEP use during pregnancy and breastfeeding
Willingness to join a VR and/or oral PrEP study during pregnancy and breastfeeding",0.0,"No actual intervention is planned. A single focus group discussion FGD with community members in the same group assignment will be conducted to assess study outcome measures. In particular, the FGDs will focus on Perceptions of taboos and acceptable and/or typical practices during pregnancy, childbirth and breastfeeding Perceptions of HIV risk during pregnancy and breastfeeding Perceived role of male partners during pregnancy and breastfeeding Main challenges perceived with VR and oral PrEP use during pregnancy and breastfeeding Main factors perceived to facilitate VR and oral PrEP use during pregnancy and breastfeeding Willingness to join a VR and/or oral PrEP study during pregnancy and breastfeeding"
NCT03583541,"This is an intervention comprised of 4 sessions provided twice per week for 2 weeks of an evidence-based, HIV/STI risk reduction intervention.",0.0,"This is an intervention comprised of  sessions provided twice per week for  weeks of an evidence-based, HIV/STI risk reduction intervention."
NCT03718871,"HIV 1/2 antigen-antibody POC test (Oraquick©) will be administered to those participants who agree to test. Pre-test counseling will be performed before results are delivered. Clients with positive tests will be provided with detailed contact information for the MUST ISS clinic, and given specific instructions to present to the clinic as soon as possible for confirmatory testing and linkage to care.",0.0,"HIV / antigen-antibody POC test Oraquick© will be administered to those participants who agree to test. Pre-test counseling will be performed before results are delivered. Clients with positive tests will be provided with detailed contact information for the MUST ISS clinic, and given specific instructions to present to the clinic as soon as possible for confirmatory testing and linkage to care."
NCT03494777,"When a participant comes for a regular clinic visit, s/he will have the MEMS data extracted, and if adherence over the previous month >=90%, will participate in a prize drawing.",0.005649717514124294,"When a participant comes for a regular clinic visit, s/he will have the MEMS data extracted, and if adherence over the previous month >=%, will participate in a prize drawing."
NCT03484533,"We will conduct a randomized trial to evaluate whether provision of oral HIV self-test kits to HIV-positive pregnant women overcomes their male partners' reluctance to be tested in PMTCT clinics. Pregnant women who are randomized to the HIVST arm will be trained in the use and interpretation of HIVST, and given two oral fluid-based HIVST kits to use with or give to their partners, along with information about HIV testing and prevention and care services. We will offer men confirmatory testing regardless of their HIV test result through HIVST, counseling, and if negative, PrEP and if positive, ART.",0.0,"We will conduct a randomized trial to evaluate whether provision of oral HIV self-test kits to HIV-positive pregnant women overcomes their male partners' reluctance to be tested in PMTCT clinics. Pregnant women who are randomized to the HIVST arm will be trained in the use and interpretation of HIVST, and given two oral fluid-based HIVST kits to use with or give to their partners, along with information about HIV testing and prevention and care services. We will offer men confirmatory testing regardless of their HIV test result through HIVST, counseling, and if negative, PrEP and if positive, ART."
NCT03492216,Economic incentives are given to the study participant contingent on point-of-care (POC) urine ethyl glucuronide (EtG) <300 ng/mL with the amount of the incentive escalating with each subsequent negative EtG test.,0.004694835680751174,Economic incentives are given to the study participant contingent on point-of-care POC urine ethyl glucuronide EtG < ng/mL with the amount of the incentive escalating with each subsequent negative EtG test.
NCT03435497,Game Changers is an intervention that aims to empower and mobilize PLHA to be agents for HIV prevention and behavioral change in their social networks.,0.0,Game Changers is an intervention that aims to empower and mobilize PLHA to be agents for HIV prevention and behavioral change in their social networks.
NCT03386578,200 mg/300 mg of FTC/TDF administered orally as a fixed-dose combination tablet once daily,0.0,mg/ mg of FTC/TDF administered orally as a fixed-dose combination tablet once daily
NCT03307226,"Youth Development Accounts (YDA) with 1:1 incentive match rate to be used for education and microenterprise development Financial workshops on asset-building, saving and investing in Income Generating Activities (IGAs) Behavioral: Youth Development Accounts (YDA)",0.0,"Youth Development Accounts YDA with  incentive match rate to be used for education and microenterprise development Financial workshops on asset-building, saving and investing in Income Generating Activities IGAs Behavioral Youth Development Accounts YDA"
NCT03315962,"The intervention will include implementing a teaching collaborative among group of DHOs and TB Supervisors, enabling text messaging between DHOs and front line providers, and establishing a report collaborative where DHOs will receive feedback on the performance of their district in administering IPT compared to other districts.",0.0,"The intervention will include implementing a teaching collaborative among group of DHOs and TB Supervisors, enabling text messaging between DHOs and front line providers, and establishing a report collaborative where DHOs will receive feedback on the performance of their district in administering IPT compared to other districts."
NCT02890459,Low expected prize value.,0.0,Low expected prize value.
NCT02775357,Measurement and communication of HIV risk in the context of HIV testing and counseling to inform HIV risk reduction counseling,0.0,Measurement and communication of HIV risk in the context of HIV testing and counseling to inform HIV risk reduction counseling
NCT02729337,"Comprehensive, mHealth-based HIV prevention program for Ugandan adolescents 18-22 years of age.",0.0,"Comprehensive, mHealth-based HIV prevention program for Ugandan adolescents - years of age."
NCT02503072,"Clients coming for clinic visits have their MEMS data extracted, and if they show 95% adherence or higher are eligible to draw a number (1-6) out of a closed bag without looking; if they draw a '6' they win a small prize.",0.0,"Clients coming for clinic visits have their MEMS data extracted, and if they show % adherence or higher are eligible to draw a number - out of a closed bag without looking if they draw a '' they win a small prize."
NCT02396394,"Intervention subjects will use an electronic pill container to hold their antiretroviral medications. Throughout the 6-month intervention (until subjects are 3 months post-partum), whenever an intervention subject fails to open her electronic pill container within 60 minutes of dose time (as indicated by lack of a pill container opening), she will be sent a text message reminder. Each intervention subject will also participate in monthly counseling sessions informed by the subject's most recent adherence data generated by the electronic pill container. The counselor will review the adherence report with the patient and 1) provide positive feedback when adherence is ≥95% in the previous month, or 2) discuss reasons for lapses and strategies for improving adherence when adherence is <95%.",0.0012547051442910915,"Intervention subjects will use an electronic pill container to hold their antiretroviral medications. Throughout the -month intervention until subjects are  months post-partum, whenever an intervention subject fails to open her electronic pill container within  minutes of dose time as indicated by lack of a pill container opening, she will be sent a text message reminder. Each intervention subject will also participate in monthly counseling sessions informed by the subject's most recent adherence data generated by the electronic pill container. The counselor will review the adherence report with the patient and  provide positive feedback when adherence is ≥% in the previous month, or  discuss reasons for lapses and strategies for improving adherence when adherence is <%."
NCT02050763,"SHARE aimed to reduce IPV and used methodologies from two proven successful violence prevention frameworks: Stepping Stones (Welbourn, 1995) and the Resource Guide for Mobilizing Communities to Prevent Domestic Violence (Michau & Naker, 2003). SHARE promoted a process of social change based on the Transtheoretical Model's Stages of Change Theory (Prochaska & DiClemente, 1983; Prochaska & Velicer, 1997) which posits that although people realize they need to make changes in their life, they do it in stages instead of one major life change. There are five main stages of change: (1) pre-contemplation, (2) contemplation, (3) preparation for action, (4) action and (5) maintenance.

We hypothesized that repeated exposure to the ideas included in SHARE would encourage men and women to begin a process of change that results in preventive behavior.",0.0035294117647058825,"SHARE aimed to reduce IPV and used methodologies from two proven successful violence prevention frameworks Stepping Stones Welbourn,  and the Resource Guide for Mobilizing Communities to Prevent Domestic Violence Michau Naker, . SHARE promoted a process of social change based on the Transtheoretical Model's Stages of Change Theory Prochaska DiClemente,  Prochaska Velicer,  which posits that although people realize they need to make changes in their life, they do it in stages instead of one major life change. There are five main stages of change  pre-contemplation,  contemplation,  preparation for action,  action and  maintenance. We hypothesized that repeated exposure to the ideas included in SHARE would encourage men and women to begin a process of change that results in preventive behavior."
NCT02038582,Point of Care CD4 testing,0.0,Point of Care CD testing
NCT01971710,"Community leaders conducting advocacy, community dialogue and community action plans on PMTCT/MCH",0.0,"Community leaders conducting advocacy, community dialogue and community action plans on PMTCT/MCH"
NCT01882998,Pregnant/breastfeeding women in the intervention arm and their male partners if present will receive extended repeat HIV testing and enhanced counseling around the time of labor and delivery and throughout the breastfeeding period.,0.0,Pregnant/breastfeeding women in the intervention arm and their male partners if present will receive extended repeat HIV testing and enhanced counseling around the time of labor and delivery and throughout the breastfeeding period.
NCT01790373,"Matched savings accounts/child development accounts (CDAs) for the adolescents held in a local bank.
Financial education and workshops on asset-building, future planning, and protection from risks
Mentorship from a young adult/near-peer
Family-based microenterprise development training
Medical Event Monitoring System

Bolstered Standard of Care: Adherence Counseling Practices

-Four to six counseling sessions to review HIV, ART, resistance, and adherence.

Medical Standard of Care:

-Pediatric ART initiation and monitoring followed by all public clinics, and outlined in National Department of Health Guidelines for pediatric HIV care in Uganda

Psychosocial Standard of Care:

-Psychosocial support provided by lay counselors trained in standardized ART adherence counseling",0.0,"Matched savings accounts/child development accounts CDAs for the adolescents held in a local bank. Financial education and workshops on asset-building, future planning, and protection from risks Mentorship from a young adult/near-peer Family-based microenterprise development training Medical Event Monitoring System Bolstered Standard of Care Adherence Counseling Practices -Four to six counseling sessions to review HIV, ART, resistance, and adherence. Medical Standard of Care -Pediatric ART initiation and monitoring followed by all public clinics, and outlined in National Department of Health Guidelines for pediatric HIV care in Uganda Psychosocial Standard of Care -Psychosocial support provided by lay counselors trained in standardized ART adherence counseling"
NCT01640561,The Mediational Interventions for Sensitizing Caregivers,0.0,The Mediational Interventions for Sensitizing Caregivers
NCT01447615,"Each child participant in the Bridges Arm will receive the usual care in addition to a Child Development Account (CDA) to be used for secondary education by the AIDS-orphaned child. The CDA will be a matched savings account held in the child's name in a financial institution registered by the Central Bank (Bank of Uganda). The account will be matched with money from the program at a match rate of 1:1. Additionally, participants will receive: 1) twelve 1-2 hour workshops focused on asset building, future planning, and protection from risks; 2) mentorship sessions to reinforce learning and build optimism; and 3) a family income-generating /micro-enterprise promotion component for children enrolled in Bridges and their families.",0.0,"Each child participant in the Bridges Arm will receive the usual care in addition to a Child Development Account CDA to be used for secondary education by the AIDS-orphaned child. The CDA will be a matched savings account held in the child's name in a financial institution registered by the Central Bank Bank of Uganda. The account will be matched with money from the program at a match rate of . Additionally, participants will receive  twelve - hour workshops focused on asset building, future planning, and protection from risks  mentorship sessions to reinforce learning and build optimism and  a family income-generating /micro-enterprise promotion component for children enrolled in Bridges and their families."
NCT01366690,A trained peer supporter is assigned to support newly HIV-positive diagnosed persons.,0.0,A trained peer supporter is assigned to support newly HIV-positive diagnosed persons.
NCT01144234,In this arm the pregnant women got an invitation letter for the spouse to attend at the next antenatal visit,0.0,In this arm the pregnant women got an invitation letter for the spouse to attend at the next antenatal visit
NCT00972192,Participants who were randomized to the intervention group received free HIV testing and their results before they were discharged from the hospital.,0.0,Participants who were randomized to the intervention group received free HIV testing and their results before they were discharged from the hospital.
NCT00926003,"8 weeks of 3 times weekly intervention for 60 min per session with the full titrating version of Captain's Log program (3 games for attention, 3 games for visual spatial working memory, 3 games for reasoning/planning",0.0,"weeks of  times weekly intervention for  min per session with the full titrating version of Captain's Log program  games for attention,  games for visual spatial working memory,  games for reasoning/planning"
NCT00889395,Caregivers of children in the intervention arm will undergo a year long training in MISC,0.0,Caregivers of children in the intervention arm will undergo a year long training in MISC
NCT00790959,"A community mobilization approach to try to change community and individual attitudes and behaviours that support both the perpetration of violence against women and HIV risk behaviours

The intervention team engages with four major groups of actors: community volunteers selected from the general public; community leaders (e.g. religious, cultural and local council leaders); resource persons (health care providers, police, etc); and institutional leaders. The community volunteers are a key component of the intensive intervention.",0.0,"A community mobilization approach to try to change community and individual attitudes and behaviours that support both the perpetration of violence against women and HIV risk behaviours The intervention team engages with four major groups of actors community volunteers selected from the general public community leaders e.g. religious, cultural and local council leaders resource persons health care providers, police, etc and institutional leaders. The community volunteers are a key component of the intensive intervention."
NCT00648232,"Participants will receive 10 to 15 minutes of pretest counseling on the importance of HIV testing and on available services for people infected with HIV. After pretest counseling, participants will undergo a blood draw for HIV testing. Participants will receive test results and additional counseling 1 hour after the blood sample is drawn.",0.0,"Participants will receive  to  minutes of pretest counseling on the importance of HIV testing and on available services for people infected with HIV. After pretest counseling, participants will undergo a blood draw for HIV testing. Participants will receive test results and additional counseling  hour after the blood sample is drawn."
